img;score
eng_heart/RawFrames/0000_fake.mp4/218.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/219.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/220.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/221.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/222.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/223.png;[0.95868266]
eng_heart/RawFrames/0000_fake.mp4/224.png;[0.00020184]
eng_heart/RawFrames/0000_fake.mp4/225.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/226.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/227.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/228.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/229.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/230.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/231.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/232.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/233.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/234.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/235.png;[7.153682e-10]
eng_heart/RawFrames/0000_fake.mp4/236.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/237.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/238.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/239.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/240.png;[3.8443848e-10]
eng_heart/RawFrames/0000_fake.mp4/241.png;[6.3377387e-10]
eng_heart/RawFrames/0000_fake.mp4/242.png;[3.493857e-09]
eng_heart/RawFrames/0000_fake.mp4/243.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/244.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/245.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/246.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/247.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/248.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/249.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/250.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/251.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/252.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/253.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/254.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/255.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/256.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/257.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/258.png;[3.8444214e-10]
eng_heart/RawFrames/0000_fake.mp4/259.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/260.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/261.png;[3.8443992e-10]
eng_heart/RawFrames/0000_fake.mp4/262.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/263.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/264.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/265.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/266.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/267.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/268.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/269.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/270.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/271.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/272.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/273.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/274.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/275.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/276.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/277.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/278.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/279.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/280.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/281.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/282.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/283.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/284.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/285.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/286.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/287.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/288.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/289.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/290.png;[3.8443773e-10]
eng_heart/RawFrames/0000_fake.mp4/291.png;[3.8443773e-10]
